Crag,Sector,Route,Grade,Year,Climber1,Climber2,Climber3,Source
Eagle Rocks,Dagger Buttress,Cannons in the Rain,HVS 5a,1985,G.McMurray,A.Carden,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,Cannons in the Rain - Left Hand Finish,E1 5b,1987,I.Rea,,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,Stalin,HS 4b,1953,R.Mowll,G.Reilly,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,Malenkov Variation,S 4a,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,The Dagger,D,1949,M.McMurray,B.Blakie,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,Trident Left,VD,1949,M.McMurray,B.Blakie,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,Trident Central,HS 4a,1949,M.McMurray,B.Blakie,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,Trident Right,D,1949,M.McMurray,B.Blakie,,Rock Climbs in the Mourne Mountains (2010)
Eagle Rocks,Dagger Buttress,Xolob,D,1900,G.Cairns,,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Bristly,VD,1966,I.Brown,C.Moore,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Sherpa Conifer,S 3c,1952,R.Gribbon,J.Madill,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Cum Marte,VS 4c,1965,R.A.McCourt,A.Matthews,R.Cox,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Hanging Corner,S 3c,1949,M.McMurray,B.Blakie,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Bilberry Bhutia,VD,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Disrepancy,HVS 4b,1968,R.Cowan,C.Wray,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Thin Crack,VS 4c,1964,C.Moore,G.Earnshaw,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Stella Blue,E2 5b,1987,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Big Daryl,E1 5b,1983,G.Murray,R.McNeill,G.Murray,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Warsaw Convention,VS 4c,1962,P.Gribbon,,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,P is for Paddy,VS 4b,1900,J.McKenzie,P.Gargan,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Minerva,HS 4b,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Lacuna,HVS 4c,1980,C.Torrans,C.Torrans,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Mystery Games,HVS 5a,1996,G.Murray,B.James,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Spanish Flea,S 3c,1966,W.Jenkins,W.Martin,B.Hedley,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Springtime,S 4a,1964,I.Brown,C.Moore,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,South Route,D,1964,M.McMurray,B.Blakie,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Britton's Route,D,1964,K.Britton,C.Moore,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,No Brain No Pain,E1 5b,1986,S.McIlwaine,B.Galway,,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Mind Me on White,E2 6a,1983,S.Reid,M.Aughey,A.Whitcroft,Rock Climbs in the Mourne Mountains (2010)
Annalong Buttress,Annalong Buttress,Double Up on Orange,E2 5c,1983,J.Crowley,,,Rock Climbs in the Mourne Mountains (2010)
Chimney Rock,Carr's Face,Catwalk,S 4a,1965,S.J.Crymble,W.Jenkins,,Rock Climbs in the Mourne Mountains (2010)
Chimney Rock,Carr's Face,Disappointment,S 4a,1965,S.J.Crymble,W.Jenkins,,Rock Climbs in the Mourne Mountains (2010)
Chimney Rock,Carr's Face,M.O.T,E1 5b,1996,R.Young,P.Hargreaves,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Pieces of April,HVS 5a,1985,G.Murray,,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,No Footprints,VS 4c,1985,G.Murray,,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Block Route,D,1960,I.Firth,C.Leeke,E.Wilkinson,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Thin Arete,VS 5a,1965,F.Devlin,D.Agnew,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Third Party,VS 4c,1960,I.Firth,C.Leeke,E.Wilkinson,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Allsorts,HS 4c,1960,I.Firth,C.Leeke,E.Wilkinson,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Allsorts Direct Finish,HVS 5a,1980,B.McBurney,R.Archer,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Hidden Agenda,E1 5c,1996,G.Murray,B.James,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Taco Bell,VS 4c,1984,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Duet,VS 4b,1960,J.Sloan,J.Milligan,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Hellfire Left-Hand,VS 5a,1979,T.Maguire,,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Mother's Pride,E1 5b,1981,J.Codling,P.Douglas,M.Manson,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Hellfire Corner,HS 4b,1960,E.Wilkinson,,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Smudges Doom,HS 4b,1964,R.Merrick,S.McKay,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,Biggles,E1 5c,1980,P.Douglas,M.Manson,,Rock Climbs in the Mourne Mountains (2010)
Hare's Castle,Hare's Castle,All Quiet,VS 5a,1978,I.Rea,K.Lindsay,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,Belly Roll,VD,1936,C.Brims,N.Capper,F.Martin,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,Hot Cakes,VD,1975,M.Curran,M.Stitt,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,Hot Cross Buns,VD,1989,J.Seeds,I.Wilkinson,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,Torture Chamber,E5 6b,2005,A.Moles,A.Marshall,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,Wounded Knee,HVS 5a,1987,I.Rea,T.O'Dowd,S.Fitzpatrick,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,Chinook,VS 5a,1971,L.Griffin,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,The Rage of Cardinal Richelieu,E4 6b,2005,A.Wilson,P.Swail,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,North Tor,Little Creatures,HS 4b,1987,I.Rea,T.O'Dowd,S.Fitzpatrick,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Blistering Bill,VD,1981,J.Forsythe,R.Cole,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Solitary Standing,E3 6a,1987,G.Murray,M.Rea,I.Rea,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Toewrecker,VS 4c,1967,S.B.Moorehead,C.Stead,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Ballachulish,VS 5a,1976,R.McKee,B.James,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,The Shadowline,HVS 5a,1986,I.Rea,M.Rea,G.Murray,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Private Investigation,E2 5c,1985,E.Cooper,P.Nolan,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,The Body Electric,E2 5c,1987,I.Rea,G.Murray,M.Rea,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Work Party,S,1961,K.Clauss,B.Kennedy,D.Naylor,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Small Beer,HVS 5a,1986,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Romance Dance,E1 5a,1986,I.Rea,M.Rea,K.Lindsay,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Alice In Wonderland,HVS 5a,1985,D.Stelfox,S.Wheeler,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,The Mission,E2 5c,1987,G.Murray,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,The Witness,E2 5c,1987,G.Murray,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Morning Dew,HVS 5a,1982,I.Rea,D.Stelfox,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Instigator,E2 5c,1985,E.Cooper,P.Nolan,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Voss,E1 5a,1996,I.Rea,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Puppet on a String,HVS 5a,1985,D.Stelfox,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Marionette,HVS 5a,1985,D.Stelfox,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Alberich's Curse,E2 5b,1996,I.Rea,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Discovery,D,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Hymns to the Silence,HVS 5a,1991,G.Murray,G.Henry,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Summit Sheugh,S,1955,P.Gribbon,B.White,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Manacles,VS 5a,1978,J.Forsythe,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Grumphy's Groove,VD,1978,J.Forsythe,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Mickey Mouse,S,1984,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Endgame,E3 6a,1999,I.Rea,D.Crawley,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Californication,VS 4c,1999,D.Crawley,I.Rea,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Kittyhawk,E1 5b,1984,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Lady Rose,VS 4c,1971,L.Griffin,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Edelweiss,E2 6a,1986,S.Smith,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Summit Tor,Idlewild,E6 6b,2005,A.Wilson,R.Bell,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Far West Tor,Doan View,D,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Far West Tor,Get Rhythm,HVS 5a,1988,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,Far West Tor,Europa,E2 5b,1988,I.Rea,R.Bankhead,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,West Tor,Continuation Tor Route,D,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,West Tor,East Face Route,S 4a,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,West Tor,Crazy Horse,E2 6a,1987,I.Rea,G.Murray,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,West Tor,Rock Suppository,HVS 5a,1981,M.Manson,J.Forsythe,,Rock Climbs in the Mourne Mountains (2010)
Slieve Bearnagh,West Tor,Callisto,E2 6a,1988,I.Rea,,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Directissima,S 4a,1967,B.Moorehead,C.Stead,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Zen,E1 5b,1992,I.Rea,I.Dillon,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Crooked Chimney,HS 4b,1949,S.Graham,B.Blakie,M.McMurray,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Grand Central,VD,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Innocence,E2 5c,1992,I.Rea,M.Rea,I.Dillon,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Peter De Bernac,VS 4b,1992,I.Rea,I.Dillon,P.Gribbon,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,North Wall Climb,VD,1950,M.McMurray,W.B.Gibson,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,High Anxiety,E2 5b,1984,E.Cooper,T.Cooper,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Buttercup Summers,E3 5c,1995,G.Murray,B.James,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Hypothesis,S 4a,1900,I.Firth,E.Wilkinson,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Cresent,VS 4b,1979,A.McQuoid,M.Curran,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Yosemite Days,S 4a,1982,C.Roberts,S.Smeltzer,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Greased Lightning,VD,1981,M.Manson,J.Forsythe,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Apocalypse Now,VD,1900,J.Forsythe,,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Bearnagh Slabs,Girdle Traverse, HS 4a,1967,B.Moorehead,C.Stead,,Rock Climbs in the Mourne Mountains (2010)
Bearnagh Slabs,Quarry,Rachel's Route,HVS 5a,1997,J.Heron,,,Rock Climbs in the Mourne Mountains (2010)
Meelmore Buttress,Meelmore Buttress,Queasy,S 3c,1987,T.Hawkins,D.Mageean,,Rock Climbs in the Mourne Mountains (2010)
Meelmore Buttress,Meelmore Buttress,Quasimodo,S 4a,1987,D.Mageean,T.Hawkins,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,El Paso,HS 4b,1992,P.Robinson,G.Henry,G.Watts,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,Whisper End,HVS 5a,1992,G.Henry,P.Robinson,G.Watts,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,Macho Man,VS 4c,1979,R.McKee,D.Kirkwood,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,It's a 5a Mantle into Heaven Brother,HVS 5a,1986,S.McIlwaine,B.Stewart,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,Bogey-Man,HS 4a,1992,D.Mageean,M.Caffery,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,Vice-Man,HS 4a,1992,D.Mageean,M.Caffery,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,Bolt-Man,HVS 4c,1992,D.Mageean,M.Caffery,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglough Buttress,Slievenaglough Buttress,A Vulgar Display of Power,E3 6a,2007,S.Gordon,R.Bell,S.Fell,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Shadow,VD,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Half Baked,E1 5c,2006,P.Swail,A.Marshall,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Leeward,VS 4c,1975,R.Greene,T.Ryan,J.McKenzie,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Ariel,HVS 5a,1992,I.Rea,I.Dillon,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Fear and Trembling,E4 6a,2000,I.Rea,E.Cooper,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Cabin Cruise,E1 5b,1972,J.Rotherham,R.Telford,T.Hawkins,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Scarface,E1 5b,1985,G.Murray,M.McNaught,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,La Longue Carabine,E1 5b,1992,I.Rea,I.Dillon,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Matain,VS 4c,1967,C.Torrans,S.J.Crymble,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Blue Velvet,E2 6a,1991,I.Rea,G.Murray,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Schizoid,S 4a,1967,W.Jenkins,B.Beattie,L.Kirkpatrick,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Smokin the Tweed,E1 5b,1900,S.Patton,D.Crawley,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Rock Over and Roll Up,VS 5a,1900,D.Crawley,S.Patton,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Cabin Cruise Buttress,Marasco,VS 4c,1900,D.Crawley,S.Patton,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Thrutch,D,1974,W.Holmes,R.Rowe,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Bugsy,HVS 5b,1980,M.Manson,P.Douglas,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Surprise,HVS 4c,1976,R.Greene,B.Carville,J.Mathers,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Bouldering Biggles,HVS 5a,1980,P.Douglas,M.Manson,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Lightning Visit,VS 4c,1976,R.Greene,A.Douglas,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,The Golden Key,E3 6a,2007,I.Rea,F.O'Connor,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Spellack Chimney,VD,1963,G.J.Bryan,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Throwing Shapes,E2 6a,1995,G.Murray,B.JAmes,T.Mercer,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,White Walls,S 4a,1974,R.Dean,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Race the Darkness,HVS 5a,1997,K.Quinn,S.Ferris,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Secret Rapture,E2 5c,1991,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Troubled Waters,VS 4c,1971,L.Griffin,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Spellack Gully,Flaky Pastry,VS 5a,1975,R.Cowan,R.Greene,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Lower,Weaver Bird,HVS 5a,1983,D.Stelfox,K.Quinn,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Lower,Mad Dogs,E5 6a,1988,E.Cooper,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Lower,Usurper,E1 5b,1979,P.Douglas,M.Dowling,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Blowin' in the Wind,HVS 5a,1980,M.Manson,P.Douglas,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Walking Backwards,E3 6a,1997,G.Murray,R.Purvis,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Cool for Cats,E2 5c,1979,P.Douglas,C.Callow,J.Codling,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Too Cool for Cats,E2 5c,2005,C.Hiller,K.Willett,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Mirror Mirror,E4 6a,1979,C.Calow,J.Codling,P.Douglas,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Warhorse,E4 6a,1985,J.Codling,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Pegasus,E5 6b,1988,E.Cooper,S.McCrory,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,REnegade,E1 5c,1980,J.Codling,P.Douglas,M.Manson,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Cherub,E1 5c,1974,R.Dean,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Cumulonimbus,E1 5a,1964,G.Earnshaw,D.Smithson,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Upper,Jagged Edge,E2 5b,1986,G.Murray,I.McEwan,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Right,Seven Up,HS 4b,1981,T.Hawkins,K.Quinn,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Right,Sugar Mountain,E2 5c,2004,I.Rea,D.Crawley,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Right,Gates of Dawn,E2 5c,1997,G.Murray,R.Purvis,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Right,The Flying Vicar,E2 5b,1985,G.McMurray,M.McNaught,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Main Face Right,Z Edge,VS 4c,1981,K.Quinn,T.Hawkins,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Double Berth,S 4a,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Broken Arrow,HVS 5a,2004,I.Rea,D.Crawley,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Single Berth,S 4a,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Spanish Burgundy,HS,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Ron Burgundy,HS,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Groove Armada,HVS 5a,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Final FU,S 4a,1964,C.Moore,I.Brown,D.Bruce,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Wonderchild,E1 5c,1996,G.Murray,R.Steele,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,White Walls,HS 4b,1964,C.Moore,I.Brown,D.Bruce,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Afterbirth,E1 5b,1974,J.McGuinness,D.McKay,J.Baxter,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Budda Baby,E2 5c,2006,K.O'Hara,,,Rock Climbs in the Mourne Mountains (2010)
Spellack,Forest View Buttress,Moto Psycho Mightmare,HVS 5a,1900,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglogh Bluffs,Slievenaglogh Bluffs,Man of Sorrows,E1 5b,1997,S.J.Ferris,K.O'Hara,,Rock Climbs in the Mourne Mountains (2010)
Slievenaglogh Bluffs,Slievenaglogh Bluffs,Indecision,VS 4c,1997,K.O'Hara,S.J.Ferris,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Block,Oberon,VS 4c,1992,I.Rea,G.Murray,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Block,Forever Young,E3 6b,1996,G.Murray,R.Purvis,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Block,Boring Stories Glory Days,HVS 5b,1990,A.Whitcroft,S.Reid,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Block,Phil's Folly,VD,1990,Unknown,,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Block,Barnstorm,VS 4c,1987,I.Rea,,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Block,Chicken Run,E3 6a,2000,E.Cooper,I.Rea,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Gully,Intolerance,E1 5b,1996,I.Rea,P.Wells,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Gully,Ignorant Armies,HVS 5a,1996,I.Rea,P.Wells,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Gully,Endless Highway,E1 5b,1986,S.McIlwaine,B.Stewart,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Gully,Die Walkure,E3 5c,1996,I.Rea,M.Rea,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Gully,Pouter,VS 4c,1974,J.McKenzie,P.McHugh,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Summit Gully,Firefly,HVS 5a,1984,C.Torrans,,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,Planxty,E1 5b,1984,C.Torrans,,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,The Dreaming Air,E3 6a,1996,I.Rea,S.Ferris,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,The Dreaming Air Direct Finish,E3 6a,1996,E.Cooper,P.McArthur,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,Chimney Route,HS 4b,1975,J.McGuinness,,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,Cancer,E3 6a,1989,E.Cooper,A.Moles,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,Moon Fever,E5 6a,2001,E.Cooper,M.Manson,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,Yellow Moon,E4 6a,1989,E.Cooper,A.Moles,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,Pisces,E2 5c,1984,C.Torrans,U.MacPherson,,Rock Climbs in the Mourne Mountains (2010)
Ben Crom,Main Face,Blood Strangers,E3 6a,1984,C.Torrans,E.Cooper,,Rock Climbs in the Mourne Mountains (2010)
